"","Scientific.Name","Latitude","Longitude","Country"
"513","Adelges tsugae",42.37093,-76.868675,"US"
"514","Adelges tsugae",35.788989,-83.581235,"US"
"515","Adelges tsugae",42.195812,-74.099822,"US"
"516","Adelges tsugae",42.017647,-75.681323,"US"
"517","Adelges tsugae",42.826381,-71.333246,"US"
"518","Adelges tsugae",41.741731,-77.737989,"US"
"519","Adelges tsugae",41.064736,-76.489678,"US"
"520","Adelges tsugae",43.445313,-86.449376,"US"
"521","Adelges tsugae",39.683531,-78.91046,"US"
"522","Adelges tsugae",39.395014,-76.98416,"US"
"523","Adelges tsugae",42.704383,-86.201012,"US"
"524","Adelges tsugae",38.580119,-78.379444,"US"
"525","Adelges tsugae",39.628857,-79.867771,"US"
"526","Adelges tsugae",35.019841,-82.999893,"US"
"527","Adelges tsugae",42.372414,-76.882571,"US"
"528","Adelges tsugae",42.050206,-77.30407,"US"
"529","Adelges tsugae",42.112311,-80.144952,"US"
"530","Adelges tsugae",42.109991,-80.145292,"US"
"531","Adelges tsugae",39.240748,-76.750027,"US"
"532","Adelges tsugae",40.502564,-80.403584,"US"
"533","Adelges tsugae",42.056985,-80.181425,"US"
"534","Adelges tsugae",37.471197,-79.928903,"US"
"535","Adelges tsugae",35.525313,-82.930353,"US"
"536","Adelges tsugae",42.723038,-77.571495,"US"
"537","Adelges tsugae",41.257089,-74.095579,"US"
"538","Adelges tsugae",36.278655,-81.58007,"US"
"539","Adelges tsugae",42.11487,-79.986065,"US"
"540","Adelges tsugae",39.118077,-77.569493,"US"
"541","Adelges tsugae",34.74422,-83.750061,"US"
"542","Adelges tsugae",41.066923,-80.682962,"US"
"543","Adelges tsugae",34.914146,-85.651831,"US"
"544","Adelges tsugae",43.207029,-77.623375,"US"
"545","Adelges tsugae",35.671928,-85.384692,"US"
"546","Adelges tsugae",42.581488,-78.022217,"US"
"547","Adelges tsugae",40.942455,-80.176211,"US"
"548","Adelges tsugae",42.621508,-77.982617,"US"
"549","Adelges tsugae",42.449269,-71.079907,"US"
"550","Adelges tsugae",41.168476,-81.563618,"US"
"551","Adelges tsugae",42.447803,-71.101578,"US"
"552","Adelges tsugae",34.766137,-83.922333,"US"
"553","Adelges tsugae",38.897121,-77.167061,"US"
"554","Adelges tsugae",42.442562,-71.081672,"US"
"555","Adelges tsugae",39.704195,-78.657745,"US"
"556","Adelges tsugae",42.454801,-71.124374,"US"
"557","Adelges tsugae",35.63442,-81.745812,"US"
"558","Adelges tsugae",42.44638,-71.09066,"US"
"559","Adelges tsugae",40.191245,-79.239621,"US"
"560","Adelges tsugae",35.674308,-85.357345,"US"
"561","Adelges tsugae",42.300713,-71.101608,"US"
"562","Adelges tsugae",42.631053,-77.36245,"US"
"563","Adelges tsugae",42.062057,-72.351132,"US"
"564","Adelges tsugae",39.063678,-78.065461,"US"
"565","Adelges tsugae",41.167298,-75.655721,"US"
"566","Adelges tsugae",43.245012,-77.488573,"US"
"567","Adelges tsugae",43.245429,-77.491452,"US"
"568","Adelges tsugae",43.140005,-77.05412,"US"
"569","Adelges tsugae",43.132583,-77.605483,"US"
"570","Adelges tsugae",35.801987,-81.929863,"US"
"571","Adelges tsugae",35.287113,-82.74965,"US"
"572","Adelges tsugae",42.450408,-71.082161,"US"
"573","Adelges tsugae",42.973412,-70.945938,"US"
"574","Adelges tsugae",42.442592,-71.081689,"US"
"575","Adelges tsugae",38.915108,-76.957847,"US"
"576","Adelges tsugae",40.472287,-79.917603,"US"
"577","Adelges tsugae",40.016402,-78.43027,"US"
"578","Adelges tsugae",42.340609,-76.517941,"US"
"579","Adelges tsugae",42.587397,-78.017847,"US"
"580","Adelges tsugae",42.580808,-78.046353,"US"
"581","Adelges tsugae",40.568383,-80.18283,"US"
"582","Adelges tsugae",42.443242,-71.075614,"US"
"583","Adelges tsugae",35.244328,-85.236328,"US"
"584","Adelges tsugae",35.166042,-83.036561,"US"
"585","Adelges tsugae",41.341502,-72.284482,"US"
"586","Adelges tsugae",41.359383,-72.192136,"US"
"587","Adelges tsugae",42.668927,-77.971715,"US"
"588","Adelges tsugae",42.623408,-77.9974,"US"
"589","Adelges tsugae",42.641382,-77.969025,"US"
"590","Adelges tsugae",42.63088,-77.974447,"US"
"591","Adelges tsugae",42.62307,-77.9806,"US"
"592","Adelges tsugae",42.613013,-77.98688,"US"
"593","Adelges tsugae",42.62476,-77.9792,"US"
"594","Adelges tsugae",42.628933,-77.976263,"US"
"595","Adelges tsugae",42.64034,-77.98719,"US"
"596","Adelges tsugae",42.606622,-78.028644,"US"
"597","Adelges tsugae",42.319816,-73.256399,"US"
"598","Adelges tsugae",42.4437,-76.408408,"US"
"599","Adelges tsugae",39.058403,-77.033798,"US"
"600","Adelges tsugae",35.896775,-79.03183,"US"
"601","Adelges tsugae",35.896797,-79.031814,"US"
"602","Adelges tsugae",42.447238,-71.116586,"US"
"603","Adelges tsugae",41.89422,-72.29818,"US"
"604","Adelges tsugae",42.397062,-72.52198,"US"
"605","Adelges tsugae",42.396692,-72.52253,"US"
"606","Adelges tsugae",37.803429,-83.611071,"US"
"607","Adelges tsugae",43.127936,-77.609612,"US"
"608","Adelges tsugae",37.255613,-80.469003,"US"
"609","Adelges tsugae",38.953254,-75.933504,"US"
"610","Adelges tsugae",35.474328,-83.42923,"US"
"611","Adelges tsugae",42.479317,-72.165143,"US"
"612","Adelges tsugae",42.444967,-71.08078,"US"
"613","Adelges tsugae",42.645128,-77.965289,"US"
"614","Adelges tsugae",42.645103,-77.965942,"US"
"615","Adelges tsugae",42.455233,-79.33895,"US"
"616","Adelges tsugae",40.19797,-75.38712,"US"
"617","Adelges tsugae",42.111915,-77.074494,"US"
"618","Adelges tsugae",42.159824,-77.170902,"US"
"619","Adelges tsugae",37.572758,-77.802817,"US"
"620","Adelges tsugae",42.454537,-71.124405,"US"
"621","Adelges tsugae",42.222193,-77.125956,"US"
"622","Adelges tsugae",37.793203,-81.154348,"US"
"623","Adelges tsugae",42.445355,-71.089333,"US"
"624","Adelges tsugae",41.400149,-75.638795,"US"
"625","Adelges tsugae",39.115218,-76.479203,"US"
"626","Adelges tsugae",34.478591,-85.639842,"US"
"627","Adelges tsugae",43.127589,-77.489626,"US"
"628","Adelges tsugae",43.127707,-77.489468,"US"
"629","Adelges tsugae",43.12767,-77.488996,"US"
"630","Adelges tsugae",43.127746,-77.488737,"US"
"631","Adelges tsugae",42.442963,-71.084786,"US"
"632","Adelges tsugae",39.70153,-79.05939,"US"
"633","Adelges tsugae",34.932173,-83.302431,"US"
"634","Adelges tsugae",35.73082,-81.899925,"US"
"635","Adelges tsugae",39.396407,-82.545634,"US"
"636","Adelges tsugae",42.31449,-76.514375,"US"
"637","Adelges tsugae",42.667167,-77.970392,"US"
"638","Adelges tsugae",42.685182,-77.936355,"US"
"639","Adelges tsugae",42.658558,-77.957812,"US"
"640","Adelges tsugae",42.655633,-77.960368,"US"
"641","Adelges tsugae",42.652393,-77.961977,"US"
"642","Adelges tsugae",42.650172,-77.964182,"US"
"643","Adelges tsugae",42.594755,-78.019774,"US"
"644","Adelges tsugae",42.644897,-77.963313,"US"
"645","Adelges tsugae",42.667452,-77.970202,"US"
"646","Adelges tsugae",42.733412,-77.901017,"US"
"647","Adelges tsugae",43.369147,-78.261245,"US"
"648","Adelges tsugae",42.686012,-77.962972,"US"
"649","Adelges tsugae",42.644777,-77.98469,"US"
"650","Adelges tsugae",40.311086,-77.115054,"US"
"651","Adelges tsugae",35.183212,-85.677208,"US"
"652","Adelges tsugae",38.839047,-79.366457,"US"
"653","Adelges tsugae",40.9749,-75.138686,"US"
"654","Adelges tsugae",42.451757,-72.142744,"US"
"655","Adelges tsugae",43.856353,-69.736938,"US"
"656","Adelges tsugae",42.624387,-72.207846,"US"
"657","Adelges tsugae",42.489052,-72.45758,"US"
"658","Adelges tsugae",42.300044,-72.410983,"US"
"659","Adelges tsugae",42.707595,-77.459,"US"
"660","Adelges tsugae",42.70627,-77.458397,"US"
"661","Adelges tsugae",42.702162,-77.456437,"US"
"662","Adelges tsugae",39.77942,-76.249206,"US"
"663","Adelges tsugae",43.24793,-77.47403,"US"
"664","Adelges tsugae",43.247987,-77.474037,"US"
"665","Adelges tsugae",39.669425,-76.753197,"US"
"666","Adelges tsugae",35.169814,-83.59933,"US"
"667","Adelges tsugae",39.934258,-75.720331,"US"
"668","Adelges tsugae",43.127707,-77.489096,"US"
"669","Adelges tsugae",42.557312,-77.651938,"US"
"670","Adelges tsugae",42.556488,-77.651472,"US"
"671","Adelges tsugae",42.557095,-77.651755,"US"
"672","Adelges tsugae",39.38877,-76.925145,"US"
"673","Adelges tsugae",39.909331,-77.896125,"US"
"674","Adelges tsugae",41.230731,-74.892908,"US"
"675","Adelges tsugae",42.529107,-72.30854,"US"
"676","Adelges tsugae",42.448283,-71.084664,"US"
"677","Adelges tsugae",41.984666,-72.556529,"US"
"678","Adelges tsugae",41.907306,-72.127779,"US"
"679","Adelges tsugae",42.402118,-72.702173,"US"
"680","Adelges tsugae",42.441881,-71.083183,"US"
"681","Adelges tsugae",40.799392,-77.863068,"US"
"682","Adelges tsugae",40.6883,-74.014786,"US"
"683","Adelges tsugae",41.430737,-77.493662,"US"
"684","Adelges tsugae",34.924933,-85.377319,"US"
"685","Adelges tsugae",42.608463,-73.895295,"US"
"686","Adelges tsugae",42.421505,-72.487463,"US"
"687","Adelges tsugae",42.114565,-77.079722,"US"
"688","Adelges tsugae",35.063225,-82.796967,"US"
"689","Adelges tsugae",35.146931,-85.395912,"US"
"690","Adelges tsugae",39.621497,-76.723663,"US"
"691","Adelges tsugae",42.456244,-79.338553,"US"
"692","Adelges tsugae",40.618199,-74.487859,"US"
"693","Adelges tsugae",39.530828,-79.412828,"US"
"694","Adelges tsugae",41.323434,-73.579059,"US"
"695","Adelges tsugae",40.452498,-76.925304,"US"
"696","Adelges tsugae",41.126457,-75.351966,"US"
"697","Adelges tsugae",42.444681,-71.089081,"US"
"698","Adelges tsugae",42.444725,-71.088686,"US"
"699","Adelges tsugae",40.780209,-73.970518,"US"
"700","Adelges tsugae",40.780531,-73.969001,"US"
"701","Adelges tsugae",39.378375,-79.272203,"US"
"702","Adelges tsugae",36.271528,-81.577637,"US"
"703","Adelges tsugae",41.224029,-74.173132,"US"
"704","Adelges tsugae",42.415936,-72.466746,"US"
"705","Adelges tsugae",41.73407,-74.237397,"US"
"706","Adelges tsugae",41.737837,-74.227555,"US"
"707","Adelges tsugae",42.609738,-79.105005,"US"
"708","Adelges tsugae",42.444778,-71.088722,"US"
"709","Adelges tsugae",40.534958,-76.925741,"US"
"710","Adelges tsugae",35.776537,-83.2108,"US"
"711","Adelges tsugae",41.224533,-74.16477,"US"
"712","Adelges tsugae",41.22772,-74.160643,"US"
"713","Adelges tsugae",42.37913,-73.492242,"US"
"714","Adelges tsugae",35.474313,-82.661793,"US"
"715","Adelges tsugae",35.603603,-83.866295,"US"
"716","Adelges tsugae",42.479767,-74.963209,"US"
"717","Adelges tsugae",42.511925,-72.156423,"US"
"718","Adelges tsugae",35.717578,-83.36487,"US"
"719","Adelges tsugae",42.378922,-72.483527,"US"
"720","Adelges tsugae",40.574283,-74.609025,"US"
"721","Adelges tsugae",39.617638,-76.715522,"US"
"722","Adelges tsugae",42.232211,-72.475715,"US"
"723","Adelges tsugae",42.6535,-72.217505,"US"
"724","Adelges tsugae",39.79498,-78.767876,"US"
"725","Adelges tsugae",42.551055,-72.251567,"US"
"726","Adelges tsugae",42.289478,-72.59983,"US"
"727","Adelges tsugae",42.289433,-72.599892,"US"
"728","Adelges tsugae",42.289545,-72.598862,"US"
"729","Adelges tsugae",42.289587,-72.59967,"US"
"730","Adelges tsugae",42.28953,-72.599542,"US"
"731","Adelges tsugae",35.1881,-85.282533,"US"
"732","Adelges tsugae",42.529779,-76.603038,"US"
"733","Adelges tsugae",42.463017,-76.442271,"US"
"734","Adelges tsugae",42.972713,-76.394738,"US"
"735","Adelges tsugae",42.463625,-71.087197,"US"
"736","Adelges tsugae",42.649397,-72.205248,"US"
"737","Adelges tsugae",40.615242,-78.802885,"US"
"738","Adelges tsugae",42.432367,-76.532435,"US"
"739","Adelges tsugae",39.626513,-79.867217,"US"
"740","Adelges tsugae",42.514508,-72.430022,"US"
"741","Adelges tsugae",42.422325,-72.462715,"US"
"742","Adelges tsugae",38.270542,-81.657562,"US"
"743","Adelges tsugae",40.409558,-76.804439,"US"
"744","Adelges tsugae",42.663853,-74.04757,"US"
"745","Adelges tsugae",42.459659,-72.386506,"US"
"746","Adelges tsugae",35.614613,-83.725013,"US"
"747","Adelges tsugae",41.352986,-78.015242,"US"
"748","Adelges tsugae",42.466078,-72.388205,"US"
"749","Adelges tsugae",39.997718,-77.458782,"US"
"750","Adelges tsugae",40.71067,-79.507858,"US"
"751","Adelges tsugae",40.710628,-79.505775,"US"
"752","Adelges tsugae",43.044034,-77.478424,"US"
"753","Adelges tsugae",36.876422,-82.461131,"US"
"754","Adelges tsugae",40.623833,-79.615793,"US"
"755","Adelges tsugae",40.059528,-77.948068,"US"
"756","Adelges tsugae",42.542267,-76.605576,"US"
"757","Adelges tsugae",40.593187,-75.372322,"US"
"758","Adelges tsugae",35.640625,-82.308872,"US"
"759","Adelges tsugae",42.545912,-72.488975,"US"
"760","Adelges tsugae",40.499889,-74.447118,"US"
"761","Adelges tsugae",40.90281,-74.591425,"US"
"762","Adelges tsugae",37.651737,-83.715163,"US"
"763","Adelges tsugae",34.699248,-84.231286,"US"
"764","Adelges tsugae",42.454547,-71.124428,"US"
"765","Adelges tsugae",42.439357,-72.211807,"US"
"766","Adelges tsugae",34.768514,-83.946251,"US"
"767","Adelges tsugae",43.071947,-71.956649,"US"
"768","Adelges tsugae",34.933959,-83.84267,"US"
"769","Adelges tsugae",42.441628,-71.081994,"US"
"770","Adelges tsugae",38.744748,-77.388417,"US"
"771","Adelges tsugae",42.598822,-72.404788,"US"
"772","Adelges tsugae",47.413261,-122.475809,"US"
"773","Adelges tsugae",40.487562,-80.158663,"US"
"774","Adelges tsugae",42.457685,-72.159857,"US"
"775","Adelges tsugae",39.706239,-79.229961,"US"
"776","Adelges tsugae",39.019829,-79.418074,"US"
"777","Adelges tsugae",40.62725,-79.713302,"US"
"778","Adelges tsugae",40.372237,-78.895095,"US"
"779","Adelges tsugae",42.598568,-72.793052,"US"
"780","Adelges tsugae",42.752038,-71.50046,"US"
"781","Adelges tsugae",42.813908,-76.34185,"US"
"782","Adelges tsugae",37.980632,-80.946614,"US"
"783","Adelges tsugae",42.526518,-72.047213,"US"
"784","Adelges tsugae",42.882253,-73.809197,"US"
"785","Adelges tsugae",40.448324,-75.232877,"US"
"786","Adelges tsugae",37.276353,-80.477109,"US"
"787","Adelges tsugae",35.474912,-82.643932,"US"
"788","Adelges tsugae",38.099529,-78.484607,"US"
"789","Adelges tsugae",42.732286,-72.268597,"US"
"790","Adelges tsugae",40.668232,-77.910715,"US"
"791","Adelges tsugae",42.439852,-71.882056,"US"
"792","Adelges tsugae",42.285717,-72.5632,"US"
"793","Adelges tsugae",35.781819,-82.802108,"US"
"794","Adelges tsugae",35.48031,-82.610627,"US"
"795","Adelges tsugae",42.184875,-72.667052,"US"
"796","Adelges tsugae",42.456628,-79.335792,"US"
"797","Adelges tsugae",40.59178,-79.98728,"US"
"798","Adelges tsugae",40.592155,-79.987,"US"
"799","Adelges tsugae",42.432598,-76.532727,"US"
"800","Adelges tsugae",41.975519,-71.665451,"US"
"801","Adelges tsugae",35.612846,-82.566662,"US"
"802","Adelges tsugae",42.444653,-71.088622,"US"
"803","Adelges tsugae",43.247939,-71.111777,"US"
"804","Adelges tsugae",40.667152,-74.865785,"US"
"805","Adelges tsugae",40.3778,-77.039453,"US"
"806","Adelges tsugae",36.552505,-84.795463,"US"
"807","Adelges tsugae",41.451908,-73.615633,"US"
"808","Adelges tsugae",43.153018,-71.20774,"US"
"809","Adelges tsugae",38.177796,-78.355499,"US"
"810","Adelges tsugae",43.051969,-71.968651,"US"
"811","Adelges tsugae",42.783403,-77.321612,"US"
"812","Adelges tsugae",42.59712,-77.382797,"US"
"813","Adelges tsugae",39.649928,-79.974075,"US"
"814","Adelges tsugae",35.660022,-83.70798,"US"
"815","Adelges tsugae",38.908815,-76.964869,"US"
"816","Adelges tsugae",42.649578,-72.396493,"US"
"817","Adelges tsugae",43.082305,-71.942347,"US"
"818","Adelges tsugae",40.463675,-80.170821,"US"
"819","Adelges tsugae",40.46342,-80.171261,"US"
"820","Adelges tsugae",40.777941,-77.798441,"US"
"821","Adelges tsugae",36.299391,-82.367114,"US"
"822","Adelges tsugae",34.845069,-85.478528,"US"
"823","Adelges tsugae",35.900203,-79.041419,"US"
"824","Adelges tsugae",40.978836,-74.952637,"US"
"825","Adelges tsugae",40.446243,-76.791412,"US"
"826","Adelges tsugae",41.230597,-74.892555,"US"
"827","Adelges tsugae",35.965534,-81.119991,"US"
"828","Adelges tsugae",35.579425,-82.495122,"US"
"829","Adelges tsugae",47.534356,-122.093422,"US"
"830","Adelges tsugae",40.764611,-77.755245,"US"
"831","Adelges tsugae",42.456257,-72.178848,"US"
"832","Adelges tsugae",36.170717,-81.912072,"US"
"833","Adelges tsugae",42.456147,-79.338905,"US"
"834","Adelges tsugae",38.258756,-78.657561,"US"
"835","Adelges tsugae",38.985271,-76.994096,"US"
"836","Adelges tsugae",39.107497,-79.498141,"US"
"837","Adelges tsugae",40.669937,-73.974403,"US"
"838","Adelges tsugae",36.395428,-80.269139,"US"
"839","Adelges tsugae",39.102308,-76.583452,"US"
"840","Adelges tsugae",42.39297,-77.274238,"US"
"841","Adelges tsugae",42.609525,-78.907988,"US"
"842","Adelges tsugae",42.422013,-72.493287,"US"
"843","Adelges tsugae",42.453425,-72.557232,"US"
"844","Adelges tsugae",34.677521,-83.354416,"US"
"845","Adelges tsugae",40.76404,-77.755187,"US"
"846","Adelges tsugae",40.764433,-77.755312,"US"
"847","Adelges tsugae",39.647208,-79.961875,"US"
"848","Adelges tsugae",42.781118,-72.189275,"US"
"849","Adelges tsugae",34.557776,-84.249638,"US"
"850","Adelges tsugae",41.620933,-72.819995,"US"
"851","Adelges tsugae",40.015815,-76.394142,"US"
"852","Adelges tsugae",40.322245,-79.674287,"US"
"853","Adelges tsugae",41.823508,-72.488528,"US"
"854","Adelges tsugae",39.366724,-77.164276,"US"
"855","Adelges tsugae",38.052622,-81.033487,"US"
"856","Adelges tsugae",42.291971,-72.597554,"US"
"857","Adelges tsugae",40.386208,-80.051664,"US"
"858","Adelges tsugae",39.102435,-76.583183,"US"
"859","Adelges tsugae",35.616342,-82.56758,"US"
"860","Adelges tsugae",38.470769,-76.878514,"US"
"861","Adelges tsugae",37.810467,-83.535234,"US"
"862","Adelges tsugae",37.25236,-83.195352,"US"
"863","Adelges tsugae",42.535276,-72.181367,"US"
"864","Adelges tsugae",40.8104,-77.928175,"US"
"865","Adelges tsugae",41.248442,-74.106572,"US"
"866","Adelges tsugae",42.396111,-72.523611,"US"
"867","Adelges tsugae",42.702272,-73.22232,"US"
"868","Adelges tsugae",42.880283,-71.78768,"US"
"869","Adelges tsugae",47.711651,-122.371737,"US"
"870","Adelges tsugae",39.5956,-79.43988,"US"
"871","Adelges tsugae",43.367784,-78.245549,"US"
"872","Adelges tsugae",42.73757,-77.359322,"US"
"873","Adelges tsugae",41.10175,-75.147925,"US"
"874","Adelges tsugae",42.432835,-76.53263,"US"
"875","Adelges tsugae",39.497855,-79.454163,"US"
"876","Adelges tsugae",41.695673,-72.484026,"US"
"877","Adelges tsugae",42.635517,-73.212455,"US"
"878","Adelges tsugae",42.638375,-73.220102,"US"
"879","Adelges tsugae",35.94778,-81.926345,"US"
"880","Adelges tsugae",35.54025,-82.549203,"US"
"881","Adelges tsugae",36.483014,-80.465256,"US"
"882","Adelges tsugae",42.690949,-73.045165,"US"
"883","Adelges tsugae",38.912296,-79.750914,"US"
"884","Adelges tsugae",40.21082,-77.912325,"US"
"885","Adelges tsugae",42.455605,-76.453315,"US"
"886","Adelges tsugae",36.146408,-80.296281,"US"
"887","Adelges tsugae",39.297475,-79.518657,"US"
"888","Adelges tsugae",38.908742,-76.97313,"US"
"889","Adelges tsugae",34.838083,-84.474423,"US"
"890","Adelges tsugae",42.596618,-72.442667,"US"
"891","Adelges tsugae",38.943346,-77.053903,"US"
"892","Adelges tsugae",42.449772,-71.081344,"US"
"893","Adelges tsugae",35.586363,-82.545411,"US"
"894","Adelges tsugae",39.712117,-75.088924,"US"
"895","Adelges tsugae",38.919037,-77.120911,"US"
"896","Adelges tsugae",42.728333,-71.026567,"US"
"897","Adelges tsugae",42.452672,-71.090133,"US"
"898","Adelges tsugae",38.705348,-77.315185,"US"
"899","Adelges tsugae",42.454553,-71.124383,"US"
"900","Adelges tsugae",36.396247,-80.268587,"US"
"901","Adelges tsugae",42.386575,-71.147153,"US"
"902","Adelges tsugae",35.714259,-83.510164,"US"
"903","Adelges tsugae",42.454392,-71.124417,"US"
"904","Adelges tsugae",35.263139,-82.557663,"US"
"905","Adelges tsugae",42.464536,-71.081878,"US"
"906","Adelges tsugae",34.959853,-82.822579,"US"
"907","Adelges tsugae",39.651038,-79.824128,"US"
"908","Adelges tsugae",39.242419,-76.887324,"US"
"909","Adelges tsugae",40.775972,-77.791635,"US"
"910","Adelges tsugae",35.614238,-83.625192,"US"
"911","Adelges tsugae",35.614265,-82.566461,"US"
"912","Adelges tsugae",42.938837,-72.191867,"US"
"913","Adelges tsugae",38.974355,-77.351443,"US"
"914","Adelges tsugae",42.422336,-71.213871,"US"
"915","Adelges tsugae",42.665117,-72.6329,"US"
"916","Adelges tsugae",35.479145,-82.63382,"US"
"917","Adelges tsugae",46.843406,-122.316513,"US"
"918","Adelges tsugae",40.356476,-75.223136,"US"
"919","Adelges tsugae",39.215318,-77.958814,"US"
"920","Adelges tsugae",35.601652,-82.317069,"US"
"921","Adelges tsugae",38.860959,-77.123097,"US"
"922","Adelges tsugae",37.894814,-78.892706,"US"
"923","Adelges tsugae",42.723597,-71.032739,"US"
"924","Adelges tsugae",42.723586,-71.032014,"US"
"925","Adelges tsugae",38.062078,-81.079658,"US"
"926","Adelges tsugae",43.592955,-70.257592,"US"
"927","Adelges tsugae",40.048417,-75.201051,"US"
"928","Adelges tsugae",39.29325,-79.304283,"US"
"929","Adelges tsugae",42.454544,-71.124414,"US"
"930","Adelges tsugae",42.541495,-72.325592,"US"
"931","Adelges tsugae",43.105853,-71.178102,"US"
"932","Adelges tsugae",43.594467,-71.3919,"US"
"933","Adelges tsugae",40.922347,-74.894029,"US"
"934","Adelges tsugae",43.061214,-71.165458,"US"
"935","Adelges tsugae",38.045793,-81.07546,"US"
"936","Adelges tsugae",40.362187,-79.98994,"US"
"937","Adelges tsugae",40.952574,-77.356034,"US"
"938","Adelges tsugae",41.97885,-72.431056,"US"
"939","Adelges tsugae",42.277452,-72.770234,"US"
"940","Adelges tsugae",40.468253,-76.695613,"US"
"941","Adelges tsugae",40.490131,-80.154314,"US"
"942","Adelges tsugae",40.487086,-80.160222,"US"
"943","Adelges tsugae",42.150958,-75.885628,"US"
"944","Adelges tsugae",42.98049,-72.029092,"US"
"945","Adelges tsugae",40.409966,-79.723336,"US"
"946","Adelges tsugae",42.68834,-73.236474,"US"
"947","Adelges tsugae",42.537617,-76.610053,"US"
"948","Adelges tsugae",42.70367,-72.149183,"US"
"949","Adelges tsugae",39.629238,-79.189824,"US"
"950","Adelges tsugae",34.330324,-82.388037,"US"
"951","Adelges tsugae",42.865358,-71.2026,"US"
"952","Adelges tsugae",42.865344,-71.202593,"US"
"953","Adelges tsugae",35.898129,-84.998253,"US"
"954","Adelges tsugae",35.27181,-82.448154,"US"
"955","Adelges tsugae",35.51978,-83.341142,"US"
"956","Adelges tsugae",42.579913,-78.048331,"US"
"957","Adelges tsugae",42.764664,-71.855494,"US"
"958","Adelges tsugae",36.085991,-81.843633,"US"
"959","Adelges tsugae",37.798837,-80.297689,"US"
"960","Adelges tsugae",43.593924,-71.391752,"US"
"961","Adelges tsugae",42.625033,-72.200787,"US"
"962","Adelges tsugae",35.084403,-83.616408,"US"
"963","Adelges tsugae",36.221524,-81.77678,"US"
"964","Adelges tsugae",36.148788,-81.881438,"US"
"965","Adelges tsugae",36.085146,-81.846767,"US"
"966","Adelges tsugae",36.085392,-81.845961,"US"
"967","Adelges tsugae",37.844117,-79.07455,"US"
"968","Adelges tsugae",36.087986,-81.844169,"US"
"969","Adelges tsugae",36.08828,-81.845756,"US"
"970","Adelges tsugae",41.628492,-72.812242,"US"
"971","Adelges tsugae",35.078243,-83.258654,"US"
"972","Adelges tsugae",35.792381,-82.563474,"US"
"973","Adelges tsugae",39.075801,-79.494895,"US"
"974","Adelges tsugae",36.121571,-81.826994,"US"
"975","Adelges tsugae",36.121281,-81.826312,"US"
"976","Adelges tsugae",36.121985,-81.825437,"US"
"977","Adelges tsugae",36.122228,-81.824431,"US"
"978","Adelges tsugae",36.122736,-81.823944,"US"
"979","Adelges tsugae",36.123329,-81.820036,"US"
"980","Adelges tsugae",36.123757,-81.819405,"US"
"981","Adelges tsugae",36.123615,-81.819287,"US"
"982","Adelges tsugae",36.119669,-81.817514,"US"
"983","Adelges tsugae",42.038924,-73.914784,"US"
"984","Adelges tsugae",41.189837,-74.887624,"US"
"985","Adelges tsugae",40.811021,-77.328686,"US"
"986","Adelges tsugae",42.144267,-73.352555,"US"
"987","Adelges tsugae",44.210572,-69.120728,"US"
"988","Adelges tsugae",40.125133,-75.255487,"US"
"989","Adelges tsugae",40.196023,-78.568818,"US"
"990","Adelges tsugae",37.628185,-79.5383,"US"
"991","Adelges tsugae",42.558902,-72.213202,"US"
"992","Adelges tsugae",41.441362,-73.709647,"US"
"993","Adelges tsugae",39.8633,-79.4972,"US"
"994","Adelges tsugae",43.125528,-71.540267,"US"
"995","Adelges tsugae",42.293847,-72.002756,"US"
"996","Adelges tsugae",42.344196,-71.154602,"US"
"997","Adelges tsugae",42.448132,-71.084226,"US"
"998","Adelges tsugae",40.451219,-76.776205,"US"
"999","Adelges tsugae",40.989483,-75.130097,"US"
"1000","Adelges tsugae",43.052338,-71.537022,"US"
"1001","Adelges tsugae",35.030211,-85.25998,"US"
"1002","Adelges tsugae",42.707723,-72.549192,"US"
"1003","Adelges tsugae",42.921189,-71.999086,"US"
"1004","Adelges tsugae",42.970154,-72.011127,"US"
"1005","Adelges tsugae",42.960565,-72.010441,"US"
"1006","Adelges tsugae",41.440782,-73.843499,"US"
"1007","Adelges tsugae",42.506095,-72.646542,"US"
"1008","Adelges tsugae",41.029272,-74.500396,"US"
"1009","Adelges tsugae",42.474417,-72.160568,"US"
"1010","Adelges tsugae",34.856501,-84.658374,"US"
"1011","Adelges tsugae",34.857033,-84.658022,"US"
"1012","Adelges tsugae",34.857267,-84.658411,"US"
"1013","Adelges tsugae",42.166565,-73.063217,"US"
"1014","Adelges tsugae",41.127026,-75.348444,"US"
"1015","Adelges tsugae",40.710815,-79.505921,"US"
"1016","Adelges tsugae",39.187361,-79.14085,"US"
"1017","Adelges tsugae",40.273762,-75.955921,"US"
"1018","Adelges tsugae",39.633728,-79.120986,"US"
"1019","Adelges tsugae",42.90807,-72.487275,"US"
"1020","Adelges tsugae",42.1408,-73.435113,"US"
"1021","Adelges tsugae",43.01054,-72.473816,"US"
"1022","Adelges tsugae",39.260678,-77.389847,"US"
"1023","Adelges tsugae",43.820242,-70.084153,"US"
"1024","Adelges tsugae",42.53384,-72.185156,"US"
"1025","Adelges tsugae",42.299738,-71.099861,"US"
"1026","Adelges tsugae",41.979097,-72.504621,"US"
"1027","Adelges tsugae",40.710737,-79.50788,"US"
"1028","Adelges tsugae",42.45129,-72.506435,"US"
